Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testDoubleDash1,Magic Number,The method contains a magic number: 2,114
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testShortWithEqual,Long Statement,The length of the statement "cli.addOption(new TypedOption<String>().setType(String.class).setSingleValued(true).setLongName("foo").setShortName("f"));" is 122.,187
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testShortWithoutEqual,Long Statement,The length of the statement "cli.addOption(new TypedOption<String>().setType(String.class).setSingleValued(true).setLongName("foo").setShortName("f"));" is 122.,197
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithEqualDoubleDash,Long Statement,The length of the statement "cli.addOption(new TypedOption<String>().setType(String.class).setSingleValued(true).setLongName("foo").setShortName("f"));" is 122.,206
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithEqualSingleDash,Long Statement,The length of the statement "cli.addOption(new TypedOption<String>().setType(String.class).setSingleValued(true).setLongName("foo").setShortName("f"));" is 122.,215
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithoutEqualSingleDash,Long Statement,The length of the statement "cli.addOption(new TypedOption<String>().setType(String.class).setSingleValued(true).setLongName("foo").setShortName("f"));" is 122.,224
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousLongWithoutEqualSingleDash,Long Statement,The length of the statement "TypedOption<String> f=new TypedOption<String>().setType(String.class).setLongName("foo").setShortName("f").setSingleValued(true);" is 129.,233
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousLongWithoutEqualSingleDash,Long Statement,The length of the statement "TypedOption<Boolean> b=new TypedOption<Boolean>().setType(Boolean.class).setLongName("bar").setShortName("b").setFlag(true);" is 124.,233
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithoutEqualDoubleDash,Long Statement,The length of the statement "TypedOption<String> f=new TypedOption<String>().setType(String.class).setLongName("foo").setShortName("f").setSingleValued(true);" is 129.,250
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithUnexpectedArgument1,Long Statement,The length of the statement "TypedOption<Boolean> f=new TypedOption<Boolean>().setLongName("foo").setShortName("f").setType(Boolean.class).setSingleValued(false).setFlag(true);" is 147.,264
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testLongWithUnexpectedArgument2,Long Statement,The length of the statement "TypedOption<Boolean> f=new TypedOption<Boolean>().setLongName("foo").setShortName("f").setType(Boolean.class).setSingleValued(false);" is 133.,283
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testShortWithUnexpectedArgument,Long Statement,The length of the statement "TypedOption<Boolean> f=new TypedOption<Boolean>().setLongName("foo").setShortName("f").setType(Boolean.class).setSingleValued(false);" is 133.,300
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testPropertiesOption1,Magic Number,The method contains a magic number: 4,318
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousPartialLongOption1,Magic Number,The method contains a magic number: 2,392
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousPartialLongOption2,Magic Number,The method contains a magic number: 2,413
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousPartialLongOption3,Magic Number,The method contains a magic number: 2,433
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testAmbiguousPartialLongOption4,Magic Number,The method contains a magic number: 2,453
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testWithRequiredOption,Long Statement,The length of the statement "TypedOption<String> b=new TypedOption<String>().setShortName("b").setLongName("bfile").setSingleValued(true).setDescription("set the value of [b]").setType(String.class).setRequired(true);" is 188.,489
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testOptionAndRequiredOption,Long Statement,The length of the statement "TypedOption<String> b=new TypedOption<String>().setShortName("b").setLongName("bfile").setSingleValued(true).setDescription("set the value of [b]").setType(String.class).setRequired(true);" is 188.,505
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testMissingRequiredOption,Long Statement,The length of the statement "TypedOption<String> b=new TypedOption<String>().setShortName("b").setLongName("bfile").setSingleValued(true).setDescription("set the value of [b]").setType(String.class).setRequired(true);" is 188.,520
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testMissingRequiredOptions,Long Statement,The length of the statement "TypedOption<String> b=new TypedOption<String>().setShortName("b").setLongName("bfile").setSingleValued(true).setDescription("set the value of [b]").setType(String.class).setRequired(true);" is 188.,538
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testMissingRequiredOptions,Long Statement,The length of the statement "TypedOption<Boolean> c=new TypedOption<Boolean>().setShortName("c").setLongName("copt").setSingleValued(false).setDescription("turn [c] on or off").setType(Boolean.class).setRequired(true);" is 189.,538
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testMissingRequiredOptions,Magic Number,The method contains a magic number: 2,538
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testBursting,Magic Number,The method contains a magic number: 2,556
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testUnrecognizedOptionWithBursting,Magic Number,The method contains a magic number: 3,568
vert.x,io.vertx.core.cli.impl,IntensiveDefaultParserTest,testMultiValues,Magic Number,The method contains a magic number: 2,588
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatMissingArgumentsAreDetected,Empty catch clause,The method has an empty catch block.,45
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatMissingArgumentsAreDetected,Empty catch clause,The method has an empty catch block.,45
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testMixedOfRequiredAnOptionalArguments,Empty catch clause,The method has an empty catch block.,69
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatArgumentsAreOrdered,Magic Number,The method contains a magic number: 2,92
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatArgumentsAreOrdered,Magic Number,The method contains a magic number: 3,92
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatDefaultValuesAreHandled,Long Statement,The length of the statement "cli.addArgument(new TypedArgument<String>().setIndex(0).setArgName("1").setType(String.class).setDefaultValue("hello").setRequired(false));" is 139.,110
vert.x,io.vertx.core.cli.impl,TypedArgumentTest,testThatConvertersAreHandled,Long Statement,The length of the statement "final TypedArgument<Person4> arg=new TypedArgument<Person4>().setIndex(0).setArgName("person").setType(Person4.class).setConverter(ReflectionUtils.newInstance(Person4Converter.class)).setDefaultValue("Bill`Ballantine").setRequired(false);" is 238.,154
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,DatagramSocketImpl,Long Statement,The length of the statement "DatagramChannel channel=transport.datagramChannel(options.isIpV6() ? InternetProtocolFamily.IPv6 : InternetProtocolFamily.IPv4);" is 128.,71
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,listenMulticastGroup,Long Statement,The length of the statement "return context.failedFuture("A valid network interface could not be determined from the socket bind address or multicast interface");" is 133.,106
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,listenMulticastGroup,Long Statement,The length of the statement "fut=channel.joinGroup(InetAddress.getByName(multicastAddress)`NetworkInterface.getByName(networkInterface)`sourceAddress);" is 122.,128
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,unlistenMulticastGroup,Long Statement,The length of the statement "return context.failedFuture("A valid network interface could not be determined from the socket bind address or multicast interface");" is 133.,147
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,unlistenMulticastGroup,Long Statement,The length of the statement "fut=channel.leaveGroup(InetAddress.getByName(multicastAddress)`NetworkInterface.getByName(networkInterface)`sourceAddress);" is 123.,169
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,send,Long Statement,The length of the statement "ChannelFuture f2=channel.writeAndFlush(new DatagramPacket(((BufferInternal)packet).getByteBuf()`new InetSocketAddress(f1.getNow().getAddress()`port)));" is 151.,258
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,send,Magic Number,The method contains a magic number: 65535,258
vert.x,io.vertx.core.datagram.impl,DatagramSocketImpl,sender,Magic Number,The method contains a magic number: 65535,286
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,address,Long Statement,The length of the statement "throw new DecoderException("Invalid content length` or reader index when decoding address [index: " + data.readerIndex() + "` expected length: "+ octets+ "` actual: "+ size+ "].");" is 180.,123
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,address,Long Statement,The length of the statement "throw new DecoderException("Could not convert address " + data.toString(data.readerIndex()`size`CharsetUtil.UTF_8) + " to InetAddress.");" is 137.,123
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,readName,Magic Number,The method contains a magic number: 0xc0,142
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,readName,Magic Number,The method contains a magic number: 0xc0,142
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,readName,Magic Number,The method contains a magic number: 0x3f,142
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,readName,Magic Number,The method contains a magic number: 8,142
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,getName,Magic Number,The method contains a magic number: 0xc0,174
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,getName,Magic Number,The method contains a magic number: 0xc0,174
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,getName,Magic Number,The method contains a magic number: 0x3f,174
vert.x,io.vertx.core.dns.impl.decoder,RecordDecoder,getName,Magic Number,The method contains a magic number: 8,174
vert.x,io.vertx.core.dns.impl.decoder,StartOfAuthorityRecord,StartOfAuthorityRecord,Long Parameter List,The method has 7 parameters. ,28
vert.x,io.vertx.core.dns.impl,DnsClientImpl,DnsClientImpl,Long Statement,The length of the statement "channel=transport.datagramChannel(this.dnsServer.getAddress() instanceof Inet4Address ? InternetProtocolFamily.IPv4 : InternetProtocolFamily.IPv6);" is 147.,56
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Long Statement,The length of the statement "reverseName.append(addr[3] & 0xff).append(".").append(addr[2] & 0xff).append(".").append(addr[1] & 0xff).append(".").append(addr[0] & 0xff);" is 140.,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 64,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 3,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xff,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 2,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xff,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xff,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xff,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 16,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 15,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xf,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 15,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 4,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 0xf,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,reverseLookup,Magic Number,The method contains a magic number: 15,156
vert.x,io.vertx.core.dns.impl,DnsClientImpl,dnsMessageId,Magic Number,The method contains a magic number: 16,210
vert.x,io.vertx.core.dns.impl,DnsClientImpl,dnsMessageId,Magic Number,The method contains a magic number: 65535,210
vert.x,io.vertx.core.dns.impl,SrvRecordImpl,SrvRecordImpl,Long Parameter List,The method has 8 parameters. ,30
vert.x,io.vertx.core.eventbus.impl,CodecManager,CodecManager,Long Statement,The length of the statement "this.systemCodecs=codecs(NULL_MESSAGE_CODEC`PING_MESSAGE_CODEC`STRING_MESSAGE_CODEC`BUFFER_MESSAGE_CODEC`JSON_OBJECT_MESSAGE_CODEC`JSON_ARRAY_MESSAGE_CODEC`BYTE_ARRAY_MESSAGE_CODEC`INT_MESSAGE_CODEC`LONG_MESSAGE_CODEC`FLOAT_MESSAGE_CODEC`DOUBLE_MESSAGE_CODEC`BOOLEAN_MESSAGE_CODEC`SHORT_MESSAGE_CODEC`CHAR_MESSAGE_CODEC`BYTE_MESSAGE_CODEC`REPLY_EXCEPTION_MESSAGE_CODEC`clusterSerializableCodec`serializableCodec);" is 413.,62
vert.x,io.vertx.core.eventbus.impl,CodecManager,lookupCodec,Complex Conditional,The conditional expression body instanceof ClusterSerializable && (local || acceptClusterSerializable(body.getClass().getName())) is complex.,69
vert.x,io.vertx.core.eventbus.impl,CodecManager,lookupCodec,Complex Conditional,The conditional expression body instanceof Serializable && (local || acceptSerializable(body.getClass().getName())) is complex.,69
vert.x,io.vertx.core.eventbus.impl,CodecManager,lookupCodec,Complex Method,Cyclomatic complexity of the method is 23,69
vert.x,io.vertx.core.eventbus.impl,EventBusImpl,createMessage,Long Parameter List,The method has 5 parameters. ,252
vert.x,io.vertx.core.eventbus.impl,EventBusImpl,addRegistration,Long Parameter List,The method has 5 parameters. ,260
vert.x,io.vertx.core.eventbus.impl,EventBusImpl,addLocalRegistration,Long Statement,The length of the statement "ConcurrentCyclicSequence<HandlerHolder> actualHandlers=handlerMap.merge(address`handlers`(old`prev) -> old.add(prev.first()));" is 126.,272
vert.x,io.vertx.core.eventbus.impl,EventBusImpl,deliverMessageLocally,Complex Method,Cyclomatic complexity of the method is 9,345
vert.x,io.vertx.core.eventbus.impl,HandlerRegistration,discard,Long Statement,The length of the statement "msg.reply(new ReplyException(ReplyFailure.TIMEOUT`"Discarded the request. address: " + replyAddress + "` repliedAddress: "+ msg.address()));" is 140.,94
vert.x,io.vertx.core.eventbus.impl,MessageConsumerImpl,MessageConsumerImpl,Long Parameter List,The method has 5 parameters. ,52
vert.x,io.vertx.core.eventbus.impl,MessageImpl,MessageImpl,Long Parameter List,The method has 6 parameters. ,40
vert.x,io.vertx.core.eventbus.impl,OutboundDeliveryContext,OutboundDeliveryContext,Long Parameter List,The method has 5 parameters. ,39
vert.x,io.vertx.core.eventbus.impl,OutboundDeliveryContext,written,Complex Method,Cyclomatic complexity of the method is 10,52
vert.x,io.vertx.core.eventbus.impl,OutboundDeliveryContext,execute,Long Statement,The length of the statement "message.trace=tracer.sendRequest(ctx`SpanKind.RPC`tracingPolicy`message`message.send ? "send" : "publish"`biConsumer`MessageTagExtractor.INSTANCE);" is 147.,92
vert.x,io.vertx.core.eventbus.impl,ReplyHandler,ReplyHandler,Long Parameter List,The method has 6 parameters. ,35
vert.x,io.vertx.core.eventbus.impl,ReplyHandler,trace,Complex Conditional,The conditional expression tracer != null && src && trace != null is complex.,46
vert.x,io.vertx.core.eventbus.impl,ReplyHandler,handle,Long Statement,The length of the statement "doFail(new ReplyException(ReplyFailure.TIMEOUT`"Timed out after waiting " + timeout + "(ms) for a reply. address: "+ address+ "` repliedAddress: "+ repliedAddress));" is 165.,73
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredEventBus,createMessage,Long Parameter List,The method has 5 parameters. ,151
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredEventBus,getServerHandler,Magic Number,The method contains a magic number: 4,298
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredEventBus,getServerHandler,Magic Number,The method contains a magic number: 4,298
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredEventBus,handle,Magic Number,The method contains a magic number: 4,304
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredHandlerHolder,ClusteredHandlerHolder,Long Parameter List,The method has 5 parameters. ,22
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,ClusteredMessage,Long Parameter List,The method has 7 parameters. ,52
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,encodeToWire,Magic Number,The method contains a magic number: 1024,110
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,encodeToWire,Magic Number,The method contains a magic number: 4,110
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,readFromWire,Magic Number,The method contains a magic number: 4,136
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,readFromWire,Magic Number,The method contains a magic number: 4,136
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,readFromWire,Magic Number,The method contains a magic number: 4,136
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,readFromWire,Magic Number,The method contains a magic number: 4,136
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,encodeHeaders,Magic Number,The method contains a magic number: 4,199
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,decodeHeaders,Magic Number,The method contains a magic number: 4,216
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,decodeHeaders,Magic Number,The method contains a magic number: 4,216
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,decodeHeaders,Magic Number,The method contains a magic number: 4,216
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,decodeHeaders,Magic Number,The method contains a magic number: 4,216
vert.x,io.vertx.core.eventbus.impl.clustered,ClusteredMessage,decodeHeaders,Magic Number,The method contains a magic number: 4,216
vert.x,io.vertx.core.eventbus.impl.clustered,ConnectionHolder,schedulePing,Long Statement,The length of the statement "ClusteredMessage pingMessage=new ClusteredMessage<>(remoteNodeId`PING_ADDRESS`null`null`new PingMessageCodec()`true`eventBus);" is 126.,119
vert.x,io.vertx.core.eventbus.impl.codecs,BooleanMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 3,43
vert.x,io.vertx.core.eventbus.impl.codecs,BufferMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,28
vert.x,io.vertx.core.eventbus.impl.codecs,BufferMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 11,45
vert.x,io.vertx.core.eventbus.impl.codecs,ByteArrayMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,28
vert.x,io.vertx.core.eventbus.impl.codecs,ByteArrayMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 12,47
vert.x,io.vertx.core.eventbus.impl.codecs,ByteMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 2,43
vert.x,io.vertx.core.eventbus.impl.codecs,CharMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 10,43
vert.x,io.vertx.core.eventbus.impl.codecs,ClusterSerializableCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,37
vert.x,io.vertx.core.eventbus.impl.codecs,ClusterSerializableCodec,systemCodecID,Magic Number,The method contains a magic number: 16,73
vert.x,io.vertx.core.eventbus.impl.codecs,DoubleMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 8,43
vert.x,io.vertx.core.eventbus.impl.codecs,FloatMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 7,43
vert.x,io.vertx.core.eventbus.impl.codecs,IntMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 5,43
vert.x,io.vertx.core.eventbus.impl.codecs,JsonArrayMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,30
vert.x,io.vertx.core.eventbus.impl.codecs,JsonArrayMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 14,47
vert.x,io.vertx.core.eventbus.impl.codecs,JsonObjectMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,30
vert.x,io.vertx.core.eventbus.impl.codecs,JsonObjectMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 13,47
vert.x,io.vertx.core.eventbus.impl.codecs,LongMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 6,43
vert.x,io.vertx.core.eventbus.impl.codecs,ReplyExceptionMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,39
vert.x,io.vertx.core.eventbus.impl.codecs,ReplyExceptionMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,39
vert.x,io.vertx.core.eventbus.impl.codecs,ReplyExceptionMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 15,70
vert.x,io.vertx.core.eventbus.impl.codecs,SerializableCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,38
vert.x,io.vertx.core.eventbus.impl.codecs,SerializableCodec,systemCodecID,Magic Number,The method contains a magic number: 17,56
vert.x,io.vertx.core.eventbus.impl.codecs,ShortMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 4,43
vert.x,io.vertx.core.eventbus.impl.codecs,StringMessageCodec,decodeFromWire,Magic Number,The method contains a magic number: 4,30
vert.x,io.vertx.core.eventbus.impl.codecs,StringMessageCodec,systemCodecID,Magic Number,The method contains a magic number: 9,49
vert.x,io.vertx.core.file.impl,AsyncFileImpl,AsyncFileImpl,Complex Method,Cyclomatic complexity of the method is 14,85
vert.x,io.vertx.core.file.impl,AsyncFileImpl,doWrite,Complex Method,Cyclomatic complexity of the method is 9,166
vert.x,io.vertx.core.file.impl,AsyncFileImpl,setWriteQueueMaxSize,Magic Number,The method contains a magic number: 2,226
vert.x,io.vertx.core.file.impl,AsyncFileImpl,setWriteQueueMaxSize,Magic Number,The method contains a magic number: 2,226
vert.x,io.vertx.core.file.impl,AsyncFileImpl,doRead,Long Parameter List,The method has 5 parameters. ,476
vert.x,io.vertx.core.file.impl,AsyncFileImpl,checkContext,Long Statement,The length of the statement "throw new IllegalStateException("AsyncFile must only be used in the context that created it` expected: " + context + " actual "+ vertx.getContext());" is 149.,520
vert.x,io.vertx.core.file.impl,FileCache,runHook,Empty catch clause,The method has an empty catch block.,83
vert.x,io.vertx.core.file.impl,FileCache,runHook,Magic Number,The method contains a magic number: 10,83
vert.x,io.vertx.core.file.impl,FileCache,runHook,Magic Number,The method contains a magic number: 1000,83
vert.x,io.vertx.core.file.impl,FileCache,close,Empty catch clause,The method has an empty catch block.,109
vert.x,io.vertx.core.file.impl,FileCache,cacheFile,Empty catch clause,The method has an empty catch block.,177
vert.x,io.vertx.core.file.impl,FileCache,cacheFile,Empty catch clause,The method has an empty catch block.,197
vert.x,io.vertx.core.file.impl,FileResolverImpl,resolveFile,Complex Method,Cyclomatic complexity of the method is 14,102
vert.x,io.vertx.core.file.impl,FileResolverImpl,isValidWindowsCachePath,Complex Method,Cyclomatic complexity of the method is 9,183
vert.x,io.vertx.core.file.impl,FileResolverImpl,isValidWindowsCachePath,Magic Number,The method contains a magic number: 32,183
vert.x,io.vertx.core.file.impl,FileResolverImpl,isValidWindowsCachePath,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@649c9a4b,183
vert.x,io.vertx.core.file.impl,FileResolverImpl,isValidCachePath,Complex Conditional,The conditional expression c == ' ' && (i + 1 == len || fileName.charAt(i + 1) == '/') is complex.,201
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackUrlResource,Complex Method,Cyclomatic complexity of the method is 9,233
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackUrlResource,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@b1945ba,233
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Complex Conditional,The conditional expression path.charAt(i) == '!' && (path.startsWith(".jar"`i - 4) || path.startsWith(".zip"`i - 4) || path.startsWith(".war"`i - 4)) is complex.,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Complex Method,Cyclomatic complexity of the method is 9,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Long Statement,The length of the statement "if (path.charAt(i) == '!' && (path.startsWith(".jar"`i - 4) || path.startsWith(".zip"`i - 4) || path.startsWith(".war"`i - 4))) {" is 129.,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 4,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 4,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 4,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 4,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 4,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 5,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 2,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromJarURL,Magic Number,The method contains a magic number: 2,278
vert.x,io.vertx.core.file.impl,FileResolverImpl,closeQuietly,Empty catch clause,The method has an empty catch block.,342
vert.x,io.vertx.core.file.impl,FileResolverImpl,isBundleUrlDirectory,Long Statement,The length of the statement "return url.toExternalForm().endsWith("/") || getValidClassLoaderResource(getClassLoader()`url.getPath().substring(1) + "/") != null;" is 132.,352
vert.x,io.vertx.core.file.impl,FileResolverImpl,unpackFromBundleURL,Complex Conditional,The conditional expression (getClassLoader() != null && isBundleUrlDirectory(url)) || isDir is complex.,364
vert.x,io.vertx.core.file.impl,FileSystemImpl,mkdirInternal,Long Statement,The length of the statement "FileAttribute<?> attrs=perms == null ? null : PosixFilePermissions.asFileAttribute(PosixFilePermissions.fromString(perms));" is 123.,743
vert.x,io.vertx.core.file.impl,FileSystemImpl,createTempDirectoryInternal,Long Statement,The length of the statement "FileAttribute<?> attrs=perms == null ? null : PosixFilePermissions.asFileAttribute(PosixFilePermissions.fromString(perms));" is 123.,771
vert.x,io.vertx.core.file.impl,FileSystemImpl,createTempFileInternal,Long Statement,The length of the statement "FileAttribute<?> attrs=perms == null ? null : PosixFilePermissions.asFileAttribute(PosixFilePermissions.fromString(perms));" is 123.,799
vert.x,io.vertx.core.file.impl,FileSystemImpl,createTempFileInternal,Long Statement,The length of the statement "final String message="Unable to create temporary file with prefix '" + prefix + "' and suffix '"+ suffix+ "' at "+ parentDir;" is 125.,799
vert.x,io.vertx.core.file.impl,FileSystemImpl,perform,Long Statement,The length of the statement "final String message="Unable to create temporary file with prefix '" + prefix + "' and suffix '"+ suffix+ "' at "+ parentDir;" is 125.,802
vert.x,io.vertx.core.file.impl,FileSystemImpl,createFileInternal,Long Statement,The length of the statement "FileAttribute<?> attrs=perms == null ? null : PosixFilePermissions.asFileAttribute(PosixFilePermissions.fromString(perms));" is 123.,925
vert.x,io.vertx.core.http.impl,AssembledFullHttpResponse,AssembledFullHttpResponse,Long Parameter List,The method has 6 parameters. ,27
vert.x,io.vertx.core.http.impl,AssembledHttpResponse,AssembledHttpResponse,Long Parameter List,The method has 5 parameters. ,39
vert.x,io.vertx.core.http.impl,CleanableHttpClient,request,Long Parameter List,The method has 5 parameters. ,182
vert.x,io.vertx.core.http.impl,CookieJar,CookieJar,Magic Number,The method contains a magic number: 4,34
vert.x,io.vertx.core.http.impl,CookieJar,cookieUniqueIdComparator,Complex Method,Cyclomatic complexity of the method is 10,132
vert.x,io.vertx.core.http.impl,CookieJar,getAll,Magic Number,The method contains a magic number: 4,206
vert.x,io.vertx.core.http.impl,CookieJar,removeOrInvalidateAll,Magic Number,The method contains a magic number: 4,250
